meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
bebidas,"dulce, amargo",frío,verano,fácil,"sandía, limón",refrescante,"Esta receta describe una refrescante limonada de sandía hecha con sandía, limón, azúcar y agua, servido frío como una bebida.",247,Watermelon Lemonade
postre,dulce,frío,verano,fácil,"sandía, miel, jugo de limón, azúcar blanca","jugosa, refrescante","Un postre sencillo y refrescante hecho con sandía, miel, jugo de limón y azúcar, servido frío.",248,Watermelon Ice Pops
ensalada,"fresco, amargo",frío,verano,fácil,"sandía, tomates, queso feta, cebolla, menta",luz,"Una refrescante ensalada de verano hecha con sandía, tomates, queso feta, cebolla y menta, vestida con aceite de oliva y vinagre balsámico.",249,Salado de Tomato Watermelon
bebida,dulce,frío,verano,fácil,"melón, limón, azúcar",nan,Un refrescante batido de melón frío con sabores dulces.,250,Melon Smoothie
postre,dulce,frío,verano,fácil,"sandía, leche",nan,"Un refrescante y sencillo batido de sandía hecho con sandía picada y leche, endulzado con azúcar, servido en frío.",251,Watermelon Milkshake
postre,dulce,frío,verano,fácil,"sandía, azúcar blanco",nan,"Esta receta simple describe una refrescante sorbet de sandía hecha con ingredientes básicos como sandía, azúcar y jugo de limón, adecuado para el disfrute de verano.",252,Sorbet de sandía simple
aperitivo,"agrio, fresco",frío,verano,fácil,"sandía, pepino, queso feta, cebolla roja","refrescante, ligero","Una refrescante ensalada de sandía de pepino hecha con sandía, pepino, queso feta y cebolla roja, vestida con jugo de limón y aceite de oliva, servía frío como aperitivo.",253,Ensalada de sandía pepinosa
aperitivo,"agrio, fresco",frío,verano,fácil,"sandía, pepino, queso feta, cebolla roja, jugo de limón, cilantro","marinado, desmoronado","Un aperitivo refrescante hecho con sandía, pepino, queso feta, cebolla roja, jugo de limón y cilantro, con un perfil de sabor cursi y crujiente.",254,Ensalada de sandía refrescante
aperitivo,"fresco, amargo",frío,verano,fácil,"sandía, albahaca","cubo, jugosa, hierba","Un refrescante aperitivo de verano hecho con sandía cubierta y albahaca fresca, vestido con jugo de limón y un toque de especia.",255,Ensalada de sandía Basil
aperitivo,"picante, amargo",frío,verano,fácil,"sandía, lima","cubo, semilla","Este snack picante y agrio de sandía está hecho con la sandía picante, de semillas, jugo de limón y especias.",256,Spicy Watermelon
postre,"agrio, dulce",frío,verano,fácil,"sandía, gelatina, crema pesada","mezclado, congelado, fluido","Un postre refrescante hecho de sandía, gelatina y crema pesada, con un perfil de sabor agridulce y servido frío.",257,Watermelon Sherbet
aperitivo,"fresco, amargo",frío,verano,fácil,"sandía, queso mozzarella, albahaca","a base de frutas, vegetales, herbáceos","Un aperitivo refrescante hecho con sandía, queso mozzarella y albahaca, vestido con aceite de oliva y vinagre balsámico.",258,Watermelon Caprese Appetizer
postre,dulce,frío,verano,fácil,Watermelon,nan,"Una sopa refrescante y sencilla de sandía hecha con sandía, jugo de limón, menta y miel.",259,Sopa de sandía
aperitivo,"fresco, amargo",frío,verano,fácil,"sandía, queso feta, arugula, espinacas, cebolla roja, tomates de uva","ligero, refrescante","Un aperitivo refrescante hecho con sandía, queso feta, arugula, espinacas, cebolla roja y tomates de uva, vestido con una vinagreta ligera.",260,Watermelon y Feta Salad con Arugula y Spinach
aperitivo,"fresco, amargo",frío,verano,fácil,"sandía, queso feta, tomates de uva, rúcula, cebolla roja",luz,"Un refrescante aperitivo de verano hecho con sandía, queso feta y verduras frescas, vestido con una vinagreta ligera.",261,Watermelon Feta Salad
bebidas,"dulce, amargo",frío,verano,fácil,"sandía, tequila blanca, lima",margarita,"Esta receta describe un refrescante cóctel de sandía margarita hecho con sandía, tequila y cal, servido frío, perfecto para el verano.",262,Joyas de la sandía Margaritas
postre,dulce,habitación temperatura,verano,mediano,"sandía, azúcar blanca, limones",Mermelada,"Esta receta describe la preparación de conservas de sandía, un dulce postre hecho de sandía picada, azúcar y rebanadas de limón. Implica un proceso de cocción lento para lograr una consistencia similar a la mermelada y requiere esterilización y procesamiento de tarros.",263,Watermelon Preserves
aperitivo,"fresco, amargo",frío,verano,fácil,"sandía, queso feta, cebolla, albahaca, cilantro, menta, limón, aceite de oliva","crujiente, fresco, herbal","Este aperitivo refrescante cuenta con una mezcla de sandía dulce, jugosa, queso feta tangy, y hierbas frescas como el albahaca, cilantro y menta, todo revestido con un ligero aderezo de aceite de oliva y jugo de limón.",264,Herb Watermelon Feta Salad
bebidas,"dulce, amargo",frío,verano,fácil,"sandía, piña triturada, leche evaporada, coco fundido, azúcar blanca, lima","refrescante, tropical","Esta sandía polinesia La bebida es una bebida tropical refrescante hecha con sandía, piña triturada, leche evaporada, coco rallado, azúcar blanco y cal.",265,Polynesian Watermelon Drink ('Otai)
postre,dulce,frío,verano,fácil,"sandía, fresas, melocotones, nectarinas, pera, uvas, limón, menta, miel","frutas, ensalada, aderezos","Esta ensalada de frutas de verano cuenta con una variedad de frutas de temporada como sandía, fresas, melocotones, nectarinas y peras, combinado con un refrescante limón, miel y aderezo de menta. Se sirve frío y es una opción de postre fácil de hacer.",266,"Ensalada de frutas de verano con un limón, miel y ropa de menta"
postre,dulce,frío,verano,fácil,"sandía, fresas, melón, piña","capas, decorativos","Un refrescante postre de verano elaborado con sandía, fresas, melón y piña, con capas y decorado para una presentación visualmente atractiva.",267,"100% Fruto ""Cake"""
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, limón, agua","jugosa, refrescante","Un refrescante agua fresca hecha con sandía, cal y agua, con un perfil de sabor dulce y amargo, típicamente disfrutado frío durante meses de verano.",268,Watermelon Lime Agua Fresca
aperitivo,"fresco, salado, amargo",frío,verano,fácil,"sandía, queso de cabra, avellanas","ligero, refrescante","Un refrescante aperitivo de verano hecho con sandía, queso de cabra y avellanas vestidas con una vinagreta ligera.",269,Ensalada de queso de sandía
postre,dulce,frío,verano,fácil,"sandía, cantaloupe, melón de leche, naranjas mandarinas, piña, fresas, uvas",nan,Esta receta de postre cuenta con una variedad de frutas de verano dispuestas en un tazón con un jarabe simple para sabor añadido.,270,Watermelon Fruit Bowl
bebidas,"agrio, fresco",frío,verano,fácil,"sandía, pepino",jugo,"Esta receta es para una refrescante sandía fría y jugo de pepino con un toque de cal, perfecto para el verano.",271,Watermelon y Cucumber Juice con un Spritz de Lime
bebidas,dulce,frío,verano,fácil,"melón, hielo, agua, azúcar blanca",nan,"Esta receta describe un jugo refrescante y dulce de leche hecho con melón de leche, hielo, agua y azúcar, servido frío.",272,Cielo celestial Jugo
aperitivo,"agrio, fresco",frío,verano,fácil,"sandía, cebolla roja, queso feta, aceituna negra, menta","refrescante, ligero","Un refrescante aperitivo de verano hecho con sandía, cebolla roja, queso feta, aceitunas negras y menta, vestido con jugo de limón y aceite de oliva.",273,Sala de verano de sandía
postre,dulce,habitación temperatura,verano,fácil,"melón, azúcar blanca, jugo de limón, mantequilla sin sal, harina, extracto de vainilla, canela de tierra, nuez moscada, mezcla de pastel blanco","cubo, fundido, extendido uniformemente, marrón dorado","Esta receta de postre cuenta con cantaloupe cubed mezclado con azúcar, jugo de limón y especias, rematado con una capa de mezcla de pastel blanco y mantequilla fundida, horneado hasta dorado.",274,Cantaloupe Crunch
postre,dulce,habitación temperatura,verano,fácil,"cáscara de sandía, azúcar blanco, hojas de menta, albahaca dulce seca","masticado, dulce","Esta receta describe cómo hacer dulces de corte de sandía picante usando la cáscara de sandía, azúcar, menta y albahaca. Se trata de deshidratación para crear un dulce, cursi que se puede disfrutar a temperatura ambiente.",275,Candy Rind de sandía picante
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, tequila, azúcar blanca, jugo de limón, vodka, licor naranja",nan,"Una refrescante bebida de verano hecha con sandía, tequila, azúcar, jugo de limón, vodka y licor de naranja.",276,Watermelon Margaritas
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, hielo, limón, azúcar",Slushy,"Un refrescante lisiado frío hecho con sandía, cal, azúcar y hielo.",277,Watermelon Cooler Slushy
bebidas,dulce,frío,verano,fácil,"melón, leche",nan,Esta receta rápida implica mezclar cantaloupe cubed con leche y azúcar para crear un jugo refrescante y dulce.,278,Quick Cantaloupe Juice
postre,"agrio, dulce",habitación temperatura,verano,mediano,"cáscara de sandía, vinagre de sidra, azúcar blanco","requiere varios pasos durante varios días, la esterilización requerida","Esta receta consiste en hervir la cáscara de sandía en vinagre y jarabe de azúcar, repetir el proceso varias veces durante seis días, y luego sellar los dulces resultantes en tarros esterilizados.",279,Watermelon Rind Candy
bebidas,dulce,frío,verano,fácil,"melón, agua, azúcar",nan,"Esta receta describe un refrescante agua fresca hecha con melón, agua y azúcar, servido frío como una bebida.",280,Agua Fresca
bebidas,"agrio, fresco",frío,verano,fácil,"sandía, pepino, cal, agua, azúcar blanca, chili-lime sazón","rallado, condimentado","Un refrescante agua fresca hecha de sandía y pepino, servido frío con un toque de limón y chili-lime sazonando en el borde.",281,Aguamelon-Cucumber Agua Fresca
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, fresas, jugo de limón, azúcar blanca",nan,"Una refrescante bebida fría hecha con sandía, fresas, jugo de limón y azúcar.",282,Watermelon y Strawberry Lemonade
postre,dulce,cálido,verano,mediano,"cantaloupe, pan, praline glaze","a base de frutas, acristalamiento","Esta receta de postre implica un pan hecho con puré de cantaloupe, horneado con un esmalte praline, combinando sabores dulces y afrutados.",283,Pan de melón con esmalte Praline
postre,dulce,frío,verano,fácil,"sandía, Jell-O, batido",nan,"Un refrescante pastel de sandía hecho con Jell-O sabor a sandía, topping batido, y sandía, servido frío.",284,Watermelon Pie
postre,dulce,habitación temperatura,verano,mediano,"melón, corteza de tarta","mash, hervir, espesa, hornear, beat, top con meringue","Un postre hecho con cantaloupe, azúcar, harina y huevos, horneado en una corteza de pastel y cubierto con una merengue.",285,Pie de melón I
ensalada,"fresco, amargo",frío,verano,fácil,"sandía, espinacas para bebés, aguacates","cubeto, desgarrado, pelado, picado, dado","Esta ensalada de sandía de aguacate es un refrescante plato de verano con sandía cubierta, espinacas frescas de bebé, y aguacates picados vestidos con una mezcla de nuez y aceites de oliva, jugo de limón y paprika dulce.",286,Avocado Sala de sandía
postre,dulce,frío,verano,fácil,"melón, jugo de naranja","refrescante, ligero","Esta sopa de melón refrigerada es un postre refrescante hecho de melón cubierto, zumo de naranja, zumo de limón y canela, servido en frío.",287,Chilled Cantaloupe Soup
aperitivo,"dulce, sabroso, fresco",frío,verano,fácil,"sandía, queso azul, cebolla, menta","aceite de oliva ligero, vinagre balsámico blanco","Un refrescante aperitivo de verano con sandía, queso azul, cebolla y menta, vestido con un ligero aceite de oliva y vinagre balsámico.",288,Ensalada de sandía y queso azul
aperitivo,"agrio, picante, fresco",frío,verano,fácil,"sandía, pimienta de campana verde, zumo de limón, cilantro, cebollas verdes, chile jalapeño","refrescante, ligero","Un refrescante aperitivo de verano hecho con sandía, pimienta de campana verde, jugo de limón, cilantro, cebollas verdes y chile jalapeño.",289,Fuego de sandía y salsa de hielo
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, azúcar, agua","licuado, colado, jarabe simple","Chef John's Watermelon Agua Fresca es una refrescante bebida de verano hecha de sandía, azúcar y agua, con un sabor dulce y ligeramente amargo, servido frío.",290,Chef John Watermelon Agua Fresca
aperitivo,"agrio, fresco",frío,verano,fácil,"melón, pepino, cebolla, aguacate, chile jalapeño, ajo, vinagre balsámico blanco, jugo de limón","refrigeración, refrescante","Un refrescante aperitivo frío hecho con melones, pepinos y otras verduras, mezclado con vinagres y especias para un perfil de sabor único.",291,Green Gazpacho
aperitivo,"agrio, dulce",frío,verano,fácil,"sandía, uvas, melón, fresas, kiwi, arándanos, menta, azúcar blanca, jugo de limón","ensalada de frutas mezcladas, sabor mojito",Un refrescante bocadillo frío hecho de frutas mezcladas y aderezo mojito inspirado.,292,Mojito Fruit Salad
bebidas,"agrio, dulce",frío,verano,fácil,"sandía, agua, azúcar blanca","jugosa, refrescante","Un jugo refrescante y dulce de sandía hecho con sandía picada, agua y azúcar.",293,Watermelon Juice
bebidas,"agrio, fresco",frío,verano,fácil,"lima, sandía, ginebra, agua tónica",nan,"Un refrescante cóctel hecho con sandía, ginebra y agua tónica, servido frío.",294,Watermelon Gin y Tonic
bebidas,agria,frío,verano,fácil,"sandía, vodka","triturado, tensado","Una bebida de verano fácil hecha con sandía, aplastada, mezclada con vodka, y servida fría.",295,Fácil sandía Martini
bebidas,"agrio, dulce",frío,nan,fácil,"vodka, jugo de limón, azúcar blanca","licor, cuña de limón","Una simple gota de limón fría hecha con vodka, jugo de limón y azúcar, a menudo servido con una cuña de limón azucarado.",296,Zapatos de gota de limón
postre,dulce,frío,verano,fácil,"piña, fresas, fruta kiwi, plátanos, naranjas, uvas, arándanos","capas, basadas en fruta, enfriamiento","Esta ensalada de frutas de verano cuenta con un dulce aderezo de limón naranja y una variedad de frutas de temporada estufas en un tazón de cristal claro, servido en frío.",297,Ensalada perfecta de frutas de verano
postre,dulce,cálido,all seasons,fácil,"jugo de limón, azúcar blanca, mantequilla sin sal, huevos, ralladura de limón",nan,"Esta receta describe un rizado de limón simple y dulce que se puede disfrutar como un postre o aperitivo, típicamente servido caliente.",298,Curd de limón perfecto
bebidas,"agrio, fresco",frío,all seasons,fácil,"ginebra, jugo de limón, jarabe simple, soda club",nan,"Un cóctel frío y refrescante hecho con ginebra, jugo de limón, jarabe sencillo y soda club, servido sobre hielo.",299,Tom Collins Cocktail
cena,"savory, umami",caliente,all seasons,mediano,"Cornish juego gallinas, aceite de oliva, sal, pimienta, limón, romero, ajo, vino blanco, caldo de pollo","tostado, relleno, salsa de reducción de vino","Esta receta implica asar gallinas de juego Cornish con ajo y romero, incluyendo relleno, bastión, y una salsa de reducción de vino, lo que lo convierte en un plato de cena lleno de agua salada y umami.",300,Cornish Game Hens con ajo y Rosemary
aperitivo,"salvory, picante, amargo",cálido,all seasons,fácil,"cuero cabelludo, mantequilla, ajo, limón","quick preparation, simple ingredients","Este sencillo plato de ajo-lemon con escallop presenta cuero cabelludos de mar tiernos cocidos en una salsa de ajo mantequilla con un toque de limón, sazonado con sal y servido caliente como aperitivo.",301,Scallops de ajo fácil
side dish,"salvory, agrio",caliente,all seasons,fácil,"patatas, aceite de oliva, limones, caldo de pollo","tostado, dorado marrón","patatas asadas de estilo griego condimentadas con limón, aceite de oliva y hierbas, servidas como un plato lateral.",302,Griego-Estilo de limón asados patatas
bebidas,"agrio, dulce",frío,all seasons,fácil,"limones, azúcar blanca, agua",nan,"Esta receta de limonada antigua implica limones jugosos, mezclarlos con azúcar y agua, y enfriarlo para una bebida refrescante.",303,Limonada antigua
aperitivo,"salvory, picante, amargo",caliente,all seasons,fácil,"alas de pollo, aceite, condimento de limón",frito,"Esta receta de alas de pollo de limón fácil consiste en freír alas de pollo recubiertas en una mezcla de aceite de oliva y sazonado de limón, lo que resulta en un plato salado y picante que se sirve mejor caliente.",304,Alas de pollo de limón fácil
cena,"salvory, agrio",cálido,all seasons,mediano,"pollo, limón, harina, huevos, mantequilla, caldo","recubierto con harina y mezcla de huevo, cocinado hasta dorado, sumergido en salsa de limón","Una sabrosa y ligeramente agria plato de pollo de inspiración francesa sirvió caliente, típicamente disfrutado durante cualquier temporada, preparado con un recubrimiento de harina y huevo, y cocinado hasta dorado antes de ser inmerso en una salsa de limón.",305,Famoso pollo Française
postre,dulce,habitación temperatura,nan,fácil,"mantequilla sin sal, jugo de limón, extracto de vainilla, azúcar de los conserjes",nan,"Esta receta describe un simple aroma de limón hecho con ingredientes de temperatura ambiente, con un perfil de sabor dulce y típicamente servido a temperatura ambiente para los postres.",306,Limón Icing
aperitivo,"agrio, salado",frío,all seasons,fácil,"vinagre de vino tinto, mostaza Dijon, aceite de oliva, jugo de limón","quick preparation, simple ingredients",Una vinagreta de limón rápida y sencilla hecha con ingredientes básicos para un aperitivo o comida ligera.,307,El mejor vino de limón
aperitivo,"dulce, sabroso",frío,all seasons,mediano,"acini di pepe pasta, piña, naranjas, topping batido, malvaviscos, coco","requiere cocinar, contiene huevos","Este plato de aperitivo combina sabores dulces y sabrosos con pasta, piña, naranjas, topping batido, malvaviscos y coco. Requiere cocinar y contiene huevos.",308,Rana Ojo Salad
aperitivo,"savory, umami",cálido,all seasons,fácil,"langosta, mantequilla, limón, ajo, perejil",air fried,"Esta receta de aperitivo cuenta con colas de langosta refrigeradas por aire recubiertas en una salsa de mantequilla de limón-garlic, adornadas con perejil y servidas con cuñas de limón.",309,Carriles de langosta de aire con mantequilla de limón-ajo
cena,"savory, umami",cálido,all seasons,fácil,"filetes de caballa, mantequilla, jugo de limón",textura fina,"filetes de pescado cocidos sazonados con sal, pimienta, y una mezcla de mantequilla, jugo de limón, y paprika, horneados hasta que estén cocidos.",310,Fillets de pescado horneado
cena,"salvory, picante, amargo",cálido,all seasons,fácil,"pollo, limón",a la plancha,"El pollo de Lemongrass Grilled Vietnamita es un plato sabroso y ligeramente picante con un perfil de sabor cursi. Se sirve caliente y se puede disfrutar durante todo el año. El plato es fácil de preparar e implica la marinación de los muslos de pollo con una mezcla de limón, jugo de limón, salsa de soja, azúcar morena, ajo y salsa de pescado antes de la parrilla.",311,Pollo de Lemongrass de Vietnam
bebidas,"agrio, fresco",frío,all seasons,fácil,"vodka de sabor a naranja, licor de triple sec, naranjas valencianas, soda de limón","jugo de naranja recién exprimido, mezcla bien","Una bebida fría fácil de hacer consiste en vodka con sabor a naranja, triple sec, jugo de naranja recién exprimido y soda de limón, adornado con una rebanada de naranja.",312,¡Cepillo de naranja! Fresco Naranja y Cocktail Vodka
postre,dulce,habitación temperatura,all seasons,mediano,"arándanos, frambuesas, moras, harina, mantequilla sin sal, yemas de huevo, extracto de vainilla, almidón de maíz, jugo de limón, pimienta de cayena","topping, relleno de bayas, platos horneados",El Ultimate Berry Crumble es un postre que consiste en un dulce topping desmoronado y un relleno de bayas horneado en un plato. Se puede disfrutar durante todo el año y es relativamente fácil de preparar.,313,La Última Cruz de Berry
postre,dulce,habitación temperatura,all seasons,fácil,"mezcla de torta amarilla, segmentos de mandarina naranja, huevos, aceite vegetal, piña triturada con jugo, topping congelado descongelado, mezcla de pudding de vainilla instantánea",nan,"Esta receta describe un pastel de naranja mandarín, un postre hecho de una mezcla de pastel amarillo, naranjas mandarinas, huevos, aceite, piña, topping batido y pudin. Se hornea y luego se tapa con una mezcla de piña.",314,Pastel de naranja mandarina
bebidas,"dulce, amargo, picante",cálido,all seasons,fácil,"miel, limón, jengibre",Soother,"Una bebida caliente hecha de miel, limón y jengibre, destinada como una bebida relajante.",315,"Limón caliente, miel y jengibre Soother"
postre,dulce,habitación temperatura,all seasons,fácil,"limones, agua, azúcar","cañones, cáscara","Esta receta incluye cáscara de limón dulce, resultando en un ingrediente conservado dulce, suave y hermético que se puede disfrutar como postre o aperitivo.",316,Candied Lemon Peel
cena,"savory, umami",caliente,all seasons,fácil,"salmón, aceite de oliva, ajo, jugo de limón, azúcar morena, orégano, tomillo","empaquetado con hierbas, sellado en papel para cocinar fácil","Este es un plato fácil de hacer con salmón horneado con aceite de oliva, ajo, jugo de limón y hierbas, envuelto en papel de aluminio para cocinar uniformemente.",317,Salmón horneado en papel
postre,dulce,habitación temperatura,all seasons,fácil,"harina, azúcar blanca, polvo de horneado, sal, mantequilla sin sal, jugo de naranja, ralladura de naranja, huevo, cangrejos, nueces","frutas, nueces","Esta receta describe un pan de naranja de arándano, un postre dulce elaborado con harina, azúcar, polvo de horneado, sal, mantequilla, jugo de naranja, ralladura naranja, huevo, arándanos y nueces. Se hornea a temperatura ambiente y se puede disfrutar durante todo el año.",318,Pan de naranja de arándano
postre,dulce,cálido,all seasons,fácil,"frambuesas, azúcar",Mermelada,"Esta receta describe cómo hacer mermelada de frambuesa sin pectina, que es un postre dulce que se puede servir caliente o frío.",319,Raspberry Jam sin Pectin
bebidas,agria,frío,all seasons,fácil,naranjas,nan,"Esta receta describe un método simple para hacer jugo de naranja fresco, que normalmente se sirve frío como una bebida.",320,Jugo de naranja fresco
almuerzo,"salvory, agrio",caliente,all seasons,mediano,"orzo, pollo, zanahorias, apio, cebolla, ajo, tomillo, orégano, limón","sopa, vegetariana","Este Lemon Chicken Orzo Soup es un plato caliente salado y ligeramente amargo con pasta de orzo, pollo y verduras en un caldo sabroso.",321,Pollo de limón Orzo Soup
postre,dulce,habitación temperatura,nan,fácil,"azúcar blanca, mantequilla, huevos, extracto de vainilla, harina, polvo de hornear, leche, ralladura de limón, jugo de limón",nan,"Una receta de pastel de limón simple hecha con ingredientes básicos como azúcar, mantequilla, huevos y limones, horneado a temperatura ambiente.",322,Pastel de limón simple
sopa,"salvory, agrio",caliente,all seasons,fácil,"caldo de pollo, jugo de limón, zanahorias, cebolla, apio, base de sopa de pollo, pimienta blanca, margarina, harina de todo propósito, yemas de huevo, arroz blanco cocido, carne de pollo cocida","usa limón, contiene arroz","Sopa de pollo de limón griego es una sopa salada y ligeramente agria hecha con caldo de pollo, jugo de limón, verduras y arroz, servido caliente.",323,Sopa de pollo de limón griego
postre,dulce,habitación temperatura,nan,fácil,"azucar blanco, mantequilla, ralladura de limón, huevos, jugo de limón, extracto de vainilla, harina de todo uso, polvo de hornear, sal","pasta pegajosa, textura nítida","Esta receta describe cómo hacer galletas de limón desde cero, con ingredientes dulces como el azúcar, la ralladura de limón y los huevos. Las cookies tienen una textura crujiente y se sirven mejor a temperatura ambiente.",324,Cookies de limón de Scratch
aperitivo,"dulce, fresco",frío,all seasons,fácil,"mandarina naranjas, piña triturada, naranja con sabor Jell-O, queso casero, batido","gelatina, a base de frutas, cremosa","Una ensalada de gelatina naranja hecha con naranjas mandarinas, piña triturada, gelatina de sabor a naranja, queso casero y topa batida, refrigerada y servida como aperitivo con un sabor dulce y fresco.",325,Ensalada de gelatina naranja
cena,"dulce, dulce",cálido,all seasons,fácil,"pollo, cebolla, ketchup, azúcar, salsa de soja, jugo de limón","rapid and easy, cooking with oil, simmering","Un plato de cena rápida y fácil hecho con pollo, cebollas y varias salsas, cocido en una sartén y cocido hasta que esté completamente cocido.",326,Pollo rápido y fácil
cena,Savory,cálido,all seasons,mediano,"salmón, albahaca, aceite de oliva, limón","paquete hermético, papel de pergamino","Salmón horneado con albahaca, limón y aceite de oliva, sazonado y horneado a la perfección.",327,Parchment Baked Salmon
aperitivo,"savory, umami",cálido,all seasons,fácil,"camarones, mantequilla, jugo de limón, sal de ajo","preparación rápida, método de cocina simple","Esta receta incluye camarones con mantequilla, jugo de limón y sal de ajo opcional, lo que resulta en un aperitivo salado que se puede disfrutar durante todo el año.",328,Camarones trenzados
cena,"salvory, agrio",caliente,all seasons,mediano,"pollo, limón, alcaparras","sabroso, rico","Esta receta implica cocinar pollo con una salsa de limón-caper, combinando sabores salados y amargos, servido caliente, adecuado para cualquier temporada, con dificultad moderada.",329,Pollo con salsa de limón-Caper
cena,"salvory, fresco",caliente,all seasons,mediano,"pollo, limón, romero, aceite de oliva, vino blanco","asada, herba","Pollo asado mariposa sazonado con limón y romero, cocinado en el horno, servido caliente.",330,Pollo trasero con limón y romero
bebidas,"dulce, amargo",cálido,all seasons,fácil,"miel, jugo de limón, agua",calentada,"Una bebida caliente hecha con miel, jugo de limón y agua.",331,Honey Lemon Tea
postre,dulce,habitación temperatura,all seasons,fácil,"crema de queso, mantequilla, jugo de limón, ralladura de limón, extracto de vainilla, azúcar de los confeccionadores",nan,"Esta receta describe un simple y dulce queso de crema de limón con queso crema, mantequilla, jugo de limón, ralladura de limón, extracto de vainilla y azúcar de los confeccionadores.",332,Crema de limón queso
postre,dulce,frío,nan,fácil,"crescent roll dough, limones, crema queso, azúcar, mantequilla","sabor de limón, corteza crujiente, relleno cremoso","Las barras de queso de limón son un postre dulce hecho con una corteza crujiente y un relleno cremoso, normalmente servido frío.",333,Barras de queso de crema de limón
cena,"agrio, salado",cálido,all seasons,fácil,"naranja ruda, naranja, limón","jugosa, chiflada","Un plato tostado de naranja de limón preparado cocinando el pescado en una mezcla de jugos de naranja y limón, sazonado con pimienta de limón, resultando en un sabor salado y ligeramente agrio.",334,Aro de naranja de limón
aperitivo,"salvory, fresco",caliente,all seasons,fácil,"berenjena, aceite de oliva, limón","asado, ligeramente sazonado","Esta receta de aperitivo consiste en asar una berenjena recubierta de aceite de oliva y jugo de limón, lo que resulta en un plato sabroso y fresco que se puede disfrutar durante todo el año.",335,Eggplant asada de aceite de oliva con limón
aperitivo,"savory, umami",cálido,all seasons,fácil,"mantequilla, chalecos, ajo, tarragon, sal, white pepper, white wine, limón, perejil","vin based sauce, fish pairing","Esta receta describe una salsa de aperitivo caliente y salada hecha con vino, mantequilla y hierbas, destinada a ser servido con pescado blanco.",336,Salsa de vino para mariscos
postre,dulce,habitación temperatura,nan,fácil,"mezcla de torta de limón, huevos, aceite vegetal, extracto de limón, azúcar de los conserjes","preparación rápida, recubrimiento con azúcar de los conserjes","Esta receta de galletas de limón fácil implica mezclar mezcla de torta de limón con huevos, aceite y extracto de limón, formando en masa, recubriendo con azúcar de los conserjes, y horneando a temperatura ambiente.",337,Cookies de limón fáciles
cena,"salvory, fresco",cálido,all seasons,fácil,"salmón, limón, romero","aceitosa, aceitada",Un plato de cena fresca y salada con limón y salmón al horno de romero.,338,Salmón Romero de limón
side dish,"savory, umami",cálido,all seasons,fácil,"chard suizo, queso parmesano","utiliza vino, incluye jugo de limón","Este es un plato lateral sencillo que combina chard suizo con queso parmesano, con un perfil de sabor salado y umami, servido caliente. Incluye vino y jugo de limón como ingredientes clave.",339,Chardo suizo salteado con queso parmesano
bebidas,"amargo, amargo",frío,nan,fácil,"whisky, limón, hielo",viejo.,"Un viejo cóctel de moda es una bebida mezclada clásica hecha con whiskey, azúcar, amargos, torsión de limón y hielo, servido frío.",340,Viejo Cocktail de moda
postre,dulce,habitación temperatura,all seasons,mediano,"crema de queso, crema agria, migas de galletas de pan corto, jugo de limón, ralladura de limón, vainilla, clara de huevo, azúcar, curado de limón","capas, corteza, mezcla, meringue","Esta receta describe un postre complejo conocido como Limón Meringue Cheesecake, que consiste en una base de queso capado, un relleno de limón curd, y un topping de merengue. Requiere múltiples pasos incluyendo el horneado y el enfriamiento, por lo que es un postre de dificultad media que combina sabores dulces y cursi.",341,Pastel de queso de limón Meringue
aperitivo,"salvory, fresco",habitación temperatura,all seasons,fácil,"ajo, aceite de oliva, jugo de limón","hecho en casa, simple","Esta receta describe un aioli simple hecho en casa que se puede disfrutar como aperitivo o plato lateral, normalmente servido a temperatura ambiente. Cuenta con ingredientes frescos y un método de preparación directo.",342,Real Aioli
postre,dulce,cálido,nan,mediano,"harina, azúcar, mantequilla, leche, jugo de limón, limón",bordes dorados en forma de cuñada,"Esta receta describe cómo preparar Amazing Lemon Scones, un postre que combina sabores dulces de limón y azúcar con una temperatura de servicio caliente. El proceso consiste en mezclar ingredientes secos, incorporar ingredientes húmedos, configurar la masa, hornear y finalmente acristalar los esconos.",343,Increíbles Scones de limón
aperitivo,dulce,habitación temperatura,all seasons,fácil,bananas,"seco, crujiente","Baked Banana Los chips son un simple snack hecho de plátanos maduros rebanados finamente, horneado hasta seco y crujiente.",344,Chips de Banana Baked
cena,"salvory, picante, amargo",cálido,all seasons,fácil,"pollo, limón, ajo","sabroso, ligeramente sazonado, ligeramente cocido","Un plato de pollo ajo de limón salado y ligeramente picante que es cálido y se puede disfrutar durante todo el año, hecho con ingredientes simples y fácil preparación.",345,Pollo de ajo de limón
cena,"salvory, picante, amargo",cálido,all seasons,fácil,"pollo, limón, ajo","lento, hierbas","Esta receta implica pollo de cocción lenta con limón, ajo y hierbas en una cocina lenta, resultando en un plato salado y ligeramente picante que se sirve mejor caliente.",346,Pollo de ajo de limón
