meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
appetizer,"['sweet', 'savory']",warm,['autumn'],easy,"['olive oil', 'red onion', 'black mission figs']","['caramelized', 'evaporating liquid']","This appetizer spread combines caramelized onions and black mission figs with balsamic vinegar and sugar, resulting in a sweet and savory spread that can be served warm or chilled.",210,Fig and Onion Spread
appetizer,"['sweet', 'savory']",room_temperature,['all_seasons'],easy,"['brown sugar', 'water', 'figs', 'Brie cheese', 'toasted almonds']","['softened but not melted Brie cheese', 'figs cooked with brown sugar and vanilla']","This appetizer consists of soft Brie cheese topped with a fig and almond sauce, served at room temperature.",211,Figs and Toasted Almonds Brie
dessert,['sweet'],room_temperature,['autumn'],easy,"['figs', 'oats', 'flax seed meal']",['muffins'],"This recipe describes a simple, sweet dessert made with fresh figs, oats, and flax seed meal, baked into muffins.",212,Fresh Fig Oatmeal Muffins
dinner,"['savory', 'sweet']",warm,"['summer', 'autumn']",medium,"['chicken thighs', 'figs', 'shallots', 'balsamic vinegar']","['cooking with figs and balsamic reduction', 'includes rosemary as a garnish']","This dish is a savory and slightly sweet dinner entree featuring grilled chicken thighs, figs, and a balsamic reduction, served warm.",213,Fresh Figs and Chicken Thighs in Shallot-Balsamic Reduction
dessert,['sweet'],warm,['autumn'],easy,"['figs', 'honey', 'walnuts']","['jam', 'toasted nuts']","This dessert recipe involves making a fig and honey jam with walnuts, combining sweet figs, honey, water, and spices, then blending and adding toasted walnuts for a warm, autumnal treat.",214,Fig and Honey Jam with Walnuts
dessert,['sweet'],['cold'],['autumn'],easy,"['figs', 'white sugar', 'lemon juice', 'pectin']",['freezer jam'],"This recipe describes how to make a freezer jam using fresh figs, sugar, lemon juice, and pectin, which is typically served cold as a dessert.",215,Fresh Fig Freezer Jam
dessert,['sweet'],room_temperature,['all_seasons'],medium,"['figs', 'ricotta cheese', 'flour', 'ricotta cake']","['chocolatey', 'fruit-flavored', 'soft texture']","This is a sweet, soft, room-temperature fig-ricotta cake that combines the flavors of figs and ricotta cheese.",216,Fig-Ricotta Cake
dessert,['sweet'],room_temperature,['autumn'],easy,"['butter', 'white sugar', 'golden brown sugar', 'egg', 'vanilla extract', 'all-purpose flour', 'baking powder', 'cinnamon', 'salt', 'figs', 'walnuts']","['cookies', 'contains figs', 'contains nuts']","This recipe describes August Fig Cookies, a sweet dessert made with softened butter, sugar, an egg, and various spices. The cookies are baked with chopped figs and walnuts on top, making them a delightful autumn treat.",217,August Fig Cookies
appetizer,"['savory', 'sweet']",cold,['all_seasons'],easy,"['honey-flavored goat cheese', 'prosciutto', 'figs', 'basil']","['flavored goat cheese', 'thinly sliced figs', 'wrapped prosciutto', 'rolled appetizer bites']","This appetizer consists of flavored goat cheese, prosciutto, thinly sliced figs, and basil, rolled into bite-sized logs and chilled.",218,Fig and Prosciutto Appetizer Bites
dessert,['sweet'],room_temperature,[],medium,"['figs', 'pecans', 'cake']","['chocolatey', 'flaky', 'moist']","This recipe describes a medium difficulty, sweet dessert that combines figs, pecans, and a cake base. The cake is baked and then topped with a brown sugar and evaporated milk icing.",219,Fig Cake I
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['blueberries', 'figs', 'white sugar', 'water', 'lime juice', 'balsamic vinegar']",['jam'],"This recipe describes how to make a blueberry-fig jam, which is a sweet dessert spread that can be served at any time of the year.",220,Blueberry-Fig Jam
appetizer,"['sweet', 'savory']",cold,['all_seasons'],easy,"['romaine lettuce', 'figs', 'pear', 'pecans', 'Gruyere cheese', 'red onion']","['toasted pecans', 'thinly sliced pear', 'shredded Gruyere cheese', 'mixed greens']","This Pear-Fig Salad is an easy appetizer featuring mixed greens, figs, pear, toasted pecans, and Gruyere cheese, seasoned with olive oil and balsamic vinegar, offering a sweet and savory combination.",221,Pear-Fig Salad
dinner,"['savory', 'sweet']",hot,['all_seasons'],medium,"['leg of lamb', 'prunes', 'currants', 'figs', 'almonds', 'mint', 'garlic', 'balsamic vinegar', 'honey', 'basil']","['stuffed', 'roasted', 'sauce']","This recipe involves a stuffed leg of lamb, prepared with a combination of savory and sweet flavors, including prunes, currants, figs, and herbs. The dish is served hot and can be enjoyed year-round. It requires moderate skill to prepare.",222,Stuffed Leg of Lamb with Balsamic-Fig-Basil Sauce
dessert,['sweet'],warm,['autumn'],easy,"['Mission figs', 'white sugar', 'bourbon whiskey', 'balsamic vinegar', 'lemon juice']",['reduces liquid by half during cooking'],"A warm dessert compote made with figs, sugar, bourbon, balsamic vinegar, and lemon juice, reduced to a thick consistency.",223,Bourbon Fig Compote
appetizer,"['savory', 'sweet']",warm,['all_seasons'],medium,"['chicken tenders', 'figs', 'red wine', 'balsamic vinegar', 'shallots', 'garlic', 'thyme', 'Dijon mustard', 'honey']","['cooking with flour', 'braising', 'reheating']","A savory and sweet appetizer dish featuring chicken tenders coated in flour, cooked in a skillet, braised with a balsamic-fig sauce, and served warm.",224,Chicken Tenders with Balsamic-Fig Sauce
dessert,['sweet'],room_temperature,['all_seasons'],easy,"['figs', 'whole wheat pastry flour', 'rolled oats', 'baking powder', 'salt', 'canola oil', 'egg', 'honey', 'white sugar']","['flaky texture', 'fruit filling']","This recipe describes a simple, sweet dessert called Fabulous Fig Scones, which combines whole wheat pastry flour, rolled oats, and figs in a flaky, baked treat.",225,Fabulous Fig Scones
appetizer,"['sweet', 'savory']",room_temperature,['summer'],easy,"['Burrata cheese', 'Black Mission figs', 'Italian bread']","['grilled figs', 'balsamic vinegar dressing']","A light appetizer featuring grilled figs, burrata cheese, and balsamic vinegar on toasted bread.",226,Burrata Bruschetta with Figs
dessert,['sweet'],warm,[],medium,"['figs', 'pecans', 'cake']","['chocolate', 'nuts', 'figs']","A warm fig cake made with pecans, figs, and spices, served as a dessert.",227,Fig Cake II
dessert,['sweet'],warm,['autumn'],easy,"['Black Mission figs', 'goat cheese', 'prosciutto']","['crisp prosciutto', 'melted goat cheese']","This dessert recipe features sweet Black Mission figs topped with crumbled goat cheese and crispy prosciutto, baked under the broiler for a quick and easy treat.",228,Delish Black Mission Figs!
appetizer,"['sweet', 'savory']",cold,"['summer', 'autumn']",easy,"['romaine lettuce', 'orange', 'Gorgonzola cheese', 'fig']",['fresh'],"This Orange, Fig, and Gorgonzola Salad is an easy appetizer featuring fresh ingredients like romaine lettuce, oranges, Gorgonzola cheese, and figs, dressed with a light vinaigrette and served cold.",229,"Orange, Fig, and Gorgonzola Salad"
dessert,['sweet'],warm,['autumn'],easy,"['Black Mission figs', 'white sugar', 'water', 'lime juice', 'cinnamon', 'ginger', 'white pepper']",['preserves'],"This recipe describes how to make Black Mission Fig Preserves, a sweet dessert spread made from figs, sugar, water, and spices.",230,Black Mission Fig Preserves
beverage,['sweet'],cold,['summer'],easy,"['cranberry juice', 'strawberries', 'blueberries', 'watermelon', 'banana', 'figs']",[],"This summer sweet smoothie is made from a blend of cranberry juice, strawberries, blueberries, watermelon chunks, banana, and fresh figs, blended to create a refreshing and sweet beverage.",231,Summer Sweet Smoothies
dessert,['sweet'],room_temperature,['autumn'],easy,"['figs', 'cream cheese', 'brown sugar']","['compote', 'vanilla']","This dessert recipe involves a fresh fig compote served warm over cream cheese, featuring sweet flavors and a touch of vanilla.",232,Zurie's Fresh Fig Compote Over Cream Cheese
appetizer,"['sweet', 'savory']",room_temperature,['all_seasons'],easy,"['fig', 'ricotta cheese', 'basil', 'baguette']","['toasted', 'fig quarters', 'balsamic vinegar drizzle']","This appetizer consists of crispy toasted baguette slices topped with ricotta cheese, basil ribbons, and sliced figs, all dressed with balsamic vinegar.",233,Fig and Ricotta Crostini
dinner,"['savory', 'umami']",warm,['all_seasons'],medium,"['Arborio rice', 'vegetable broth', 'figs', 'prosciutto', 'Pecorino-Romano cheese']","['requires simmering', 'uses wine']","This dish is a savory risotto made with Arborio rice, vegetable broth, fresh figs, prosciutto, and Pecorino-Romano cheese. It is prepared by cooking the rice in a flavorful broth, adding wine, and finishing with melted butter and cheese.",234,Risotto with Fresh Figs and Prosciutto
dessert,['sweet'],warm,['autumn'],easy,"['cranberries', 'figs', 'rosemary']",[],"This recipe describes a warm, sweet fig and rosemary cranberry sauce that pairs well with various desserts or as a side dish.",235,Fig and Rosemary Cranberry Sauce
dessert,['sweet'],warm,['all_seasons'],medium,"['figs', 'white sugar', 'lemon', 'strawberry-flavored Jell-O® mix']","['preserves', 'canning']","This recipe describes a warm, sweet dessert made by preserving figs with a twist of strawberry-flavored gelatin, sugar, and lemon. It involves canning techniques to store the preserves.",236,Mamma K's Fig Preserves with a Twist
dinner,"['savory', 'sweet']",warm,['all_seasons'],medium,"['chicken', 'prosciutto', 'figs', 'goat cheese', 'mozzarella cheese', 'cream cheese']","['wrapped', 'oven_baked']","This dish consists of chicken rolls wrapped in prosciutto, filled with a mixture of goat cheese, mozzarella cheese, cream cheese, figs, and herbs, baked until crispy and savory.",237,Prosciutto-Wrapped Chicken with Figs and Goat Cheese
appetizer,"['savory', 'sweet']",warm,"['summer', 'autumn']",easy,"['prosciutto', 'figs', 'pasta sauce']","['fresh', 'flavorful']","This appetizer consists of a pasta sauce made with prosciutto and fresh figs, featuring a savory-sweet flavor profile and served warm.",238,Fresh Fig and Prosciutto Pasta Sauce
dessert,['sweet'],warm,"['summer', 'autumn']",medium,"['figs', 'sugar', 'lemon juice', 'ginger', 'cinnamon', 'vanilla extract', 'salt']","['long_cooking_time', 'sterilization']","This recipe describes how to make Momma's Fresh Fig Preserves, a sweet dessert made from figs, sugar, and other ingredients. The process involves long simmering and sterilization before packing into jars and processing. It is typically served warm.",239,Momma's Fresh Fig Preserves
dessert,"['sweet', 'spicy']",room_temperature,['all_seasons'],medium,"['figs', 'whiskey', 'flour', 'baking_powder', 'baking_soda', 'cinnamon', 'cream_of_tartar', 'brown_sugar', 'egg', 'buttermilk', 'vanilla_extract']","['soaked_fruits', 'cupcakes', 'frosting']","This recipe involves soaking figs in whiskey, combining them with a flour-based batter, and baking into cupcakes. A sweet cream cheese frosting is then added as a topping.",240,Fig and Whiskey Cupcakes
appetizer,"['sweet', 'savory']",warm,['autumn'],easy,"['figs', 'onions', 'goat cheese', 'crackers']","['caramelized', 'softened']","This appetizer recipe combines sweet figs, savory caramelized onions, and creamy goat cheese on crisp crackers, perfect for autumn.",241,Figs with Caramelized Onions and Goat Cheese
appetizer,"['savory', 'sweet']",cold,['all_seasons'],easy,"['arugula', 'figs', 'Gorgonzola cheese', 'pistachios']","['fresh', 'creamy']","This appetizer salad combines fresh arugula with sweet figs and creamy Gorgonzola cheese, garnished with crushed pistachios. It is dressed with a tangy citrus dressing and is best served cold.",242,Arugula-Fig Salad with Creamy Gorgonzola
dessert,"['sweet', 'spicy']",warm,['autumn'],easy,"['figs', 'red wine', 'sugar', 'honey', 'red pepper flakes']","['thickens', 'reduces']","Sweet and spicy fig compote made with figs, red wine, sugar, honey, and red pepper flakes, simmered until thickened and served warm.",243,Sweet and Spicy Fig Compote
dinner,"['sweet', 'savory']",warm,['all_seasons'],easy,"['pork chops', 'cranberries', 'figs']",['slow_cooked'],"This dinner recipe features slow-cooked pork chops with sweet and savory flavors from cranberries and figs, served warm.",244,Slow Cooker Cranberry Fig Pork
dessert,['sweet'],room_temperature,['summer'],easy,"['peaches', 'figs', 'pine nuts']","['wine', 'alcohol']","This dessert features sweet peaches, figs, and pine nuts baked together with wine and brandy, creating a warm and aromatic dish.",245,Dolce Pesca (Sweet Peaches)
drink,['sweet'],cold,['summer'],easy,"['vanilla yogurt', 'orange juice', 'cantaloupe', 'ice']",[],"A simple and refreshing smoothie made with vanilla yogurt, orange juice, sliced cantaloupe, and ice.",246,Simple Cantaloupe Smoothie
beverage,"['sweet', 'sour']",cold,['summer'],easy,"['watermelon', 'lemon']",['refreshing'],"This recipe describes a refreshing watermelon lemonade made with watermelon, lemon, sugar, and water, served cold as a beverage.",247,Watermelon Lemonade
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'honey', 'lemon juice', 'white sugar']","['juicy', 'refreshing']","A simple and refreshing dessert made with watermelon, honey, lemon juice, and sugar, served cold.",248,Watermelon Ice Pops
salad,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'tomatoes', 'feta cheese', 'onion', 'mint']",['light'],"A refreshing summer salad made with watermelon, tomatoes, feta cheese, onions, and mint, dressed with olive oil and balsamic vinegar.",249,Tomato Watermelon Salad
drink,['sweet'],cold,['summer'],easy,"['cantaloupe', 'honeydew melon', 'lime', 'sugar']",[],A refreshing cold melon smoothie with sweet flavors.,250,Melon Smoothie
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'milk']",[],"A refreshing and simple watermelon milkshake made with diced watermelon and milk, sweetened with sugar, served cold.",251,Watermelon Milkshake
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'white sugar']",[],"This simple recipe describes a refreshing watermelon sorbet made with basic ingredients like watermelon, sugar, and lemon juice, suitable for summer enjoyment.",252,Simple Watermelon Sorbet
appetizer,"['sour', 'fresh']",cold,['summer'],easy,"['watermelon', 'cucumber', 'feta cheese', 'red onion']","['refreshing', 'light']","A refreshing cucumber watermelon salad made with watermelon, cucumber, feta cheese, and red onion, dressed with lime juice and olive oil, served cold as an appetizer.",253,Refreshing Cucumber Watermelon Salad
appetizer,"['sour', 'fresh']",cold,['summer'],easy,"['watermelon', 'cucumber', 'feta cheese', 'red onion', 'lime juice', 'cilantro']","['marinated', 'crumbled']","A refreshing appetizer made with watermelon, cucumber, feta cheese, red onion, lime juice, and cilantro, featuring a tangy and crisp flavor profile.",254,Refreshing Watermelon Salad
appetizer,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'basil']","['cubed', 'juicy', 'herbal']","A refreshing summer appetizer made with cubed watermelon and fresh basil, dressed with lemon juice and a touch of spice.",255,Watermelon Basil Salad
snack,"['spicy', 'sour']",cold,['summer'],easy,"['watermelon', 'lime']","['cubed', 'seeded']","This spicy and sour watermelon snack is made with cubed, seeded watermelon, lime juice, and spices.",256,Spicy Watermelon
dessert,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'gelatin', 'heavy cream']","['blended', 'frozen', 'fluffy']","A refreshing dessert made from watermelon, gelatin, and heavy cream, featuring a sour-sweet flavor profile and served cold.",257,Watermelon Sherbet
appetizer,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'mozzarella cheese', 'basil']","['fruit-based', 'vegetable-based', 'herbaceous']","A refreshing appetizer made with watermelon, mozzarella cheese, and basil, dressed with olive oil and balsamic vinegar.",258,Watermelon Caprese Appetizer
dessert,['sweet'],cold,['summer'],easy,['watermelon'],[],"A refreshing and simple watermelon soup made with watermelon, lemon juice, mint, and honey.",259,Watermelon Soup
appetizer,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'feta cheese', 'arugula', 'spinach', 'red onion', 'grape tomatoes']","['light', 'refreshing']","A refreshing appetizer made with watermelon, feta cheese, arugula, spinach, red onion, and grape tomatoes, dressed with a light vinaigrette.",260,Watermelon and Feta Salad with Arugula and Spinach
appetizer,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'feta cheese', 'grape tomatoes', 'arugula', 'red onion']",['light'],"A refreshing summer appetizer made with watermelon, feta cheese, and fresh vegetables, dressed in a light vinaigrette.",261,Watermelon Feta Salad
beverage,"['sweet', 'sour']",cold,['summer'],easy,"['watermelon', 'white tequila', 'lime']",['margarita'],"This recipe describes a refreshing watermelon margarita cocktail made with watermelon, tequila, and lime, served cold, perfect for summer.",262,Jewel's Watermelon Margaritas
dessert,['sweet'],room_temperature,['summer'],medium,"['watermelon', 'white sugar', 'lemons']",['jam'],"This recipe describes the preparation of watermelon preserves, a sweet dessert made from diced watermelon, sugar, and lemon slices. It involves a slow cooking process to achieve a jam-like consistency and requires sterilization and processing of jars.",263,Watermelon Preserves
appetizer,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'feta cheese', 'onion', 'basil', 'cilantro', 'mint', 'lime', 'olive oil']","['crunchy', 'cooling', 'herbal']","This refreshing appetizer features a blend of sweet, juicy watermelon, tangy feta cheese, and fresh herbs like basil, cilantro, and mint, all tossed with a light dressing of olive oil and lime juice.",264,Herb Watermelon Feta Salad
beverage,"['sweet', 'sour']",cold,['summer'],easy,"['watermelon', 'crushed pineapple', 'evaporated milk', 'shredded coconut', 'white sugar', 'lime']","['refreshing', 'tropical']","This Polynesian Watermelon Drink is a refreshing tropical beverage made with watermelon, crushed pineapple, evaporated milk, shredded coconut, white sugar, and lime.",265,Polynesian Watermelon Drink ('Otai)
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'strawberries', 'peaches', 'nectarines', 'pear', 'grapes', 'lemons', 'mint', 'honey']","['fruit', 'salad', 'dressings']","This summer fruit salad features a variety of seasonal fruits like watermelon, strawberries, peaches, nectarines, and pears, combined with a refreshing lemon, honey, and mint dressing. It is served cold and is an easy-to-make dessert option.",266,"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing"
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'strawberries', 'cantaloupe', 'pineapple']","['layered', 'decorative']","A refreshing summer dessert made with watermelon, strawberries, cantaloupe, and pineapple, layered and decorated for a visually appealing presentation.",267,"100% Fruit ""Cake"""
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'lime', 'water']","['juicy', 'refreshing']","A refreshing agua fresca made with watermelon, lime, and water, featuring a sweet and sour flavor profile, typically enjoyed cold during summer months.",268,Watermelon Lime Agua Fresca
appetizer,"['fresh', 'savory', 'sour']",cold,['summer'],easy,"['watermelon', 'goat cheese', 'hazelnuts']","['light', 'refreshing']","A refreshing summer appetizer made with watermelon, goat cheese, and hazelnuts dressed in a light vinaigrette.",269,Watermelon Goat Cheese Salad
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'cantaloupe', 'honeydew melon', 'mandarin oranges', 'pineapple', 'strawberries', 'grapes']",[],This dessert recipe features a variety of summer fruits arranged in a bowl with a simple syrup for added flavor.,270,Watermelon Fruit Bowl
beverage,"['sour', 'fresh']",cold,['summer'],easy,"['watermelon', 'cucumber']",['juice'],"This recipe is for a refreshing cold watermelon and cucumber juice with a hint of lime, perfect for summer.",271,Watermelon and Cucumber Juice with a Spritz of Lime
beverage,['sweet'],cold,['summer'],easy,"['honeydew melon', 'ice cubes', 'water', 'white sugar']",[],"This recipe describes a refreshing and sweet honeydew juice made with honeydew melon, ice, water, and sugar, served cold.",272,Heavenly Honeydew Juice
appetizer,"['sour', 'fresh']",cold,['summer'],easy,"['watermelon', 'red onion', 'feta cheese', 'black olive', 'mint']","['refreshing', 'light']","A refreshing summer appetizer made with watermelon, red onion, feta cheese, black olives, and mint, dressed with lime juice and olive oil.",273,Watermelon Summer Salad
dessert,['sweet'],room_temperature,['summer'],easy,"['cantaloupe', 'white sugar', 'lemon juice', 'unsalted butter', 'flour', 'vanilla extract', 'ground cinnamon', 'ground nutmeg', 'white cake mix']","['cubed', 'melted', 'spread evenly', 'golden brown']","This dessert recipe features cubed cantaloupe mixed with sugar, lemon juice, and spices, topped with a layer of white cake mix and melted butter, baked until golden brown.",274,Cantaloupe Crunch
dessert,['sweet'],room_temperature,['summer'],easy,"['watermelon rind', 'white sugar', 'spearmint leaves', 'dried sweet basil']","['chewy', 'candied']","This recipe describes how to make chewy watermelon rind candy using watermelon rind, sugar, spearmint, and basil. It involves dehydration to create a sweet, chewy treat that can be enjoyed at room temperature.",275,Chewy Watermelon Rind Candy
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'tequila', 'white sugar', 'lime juice', 'vodka', 'orange liqueur']",[],"A refreshing summer beverage made with watermelon, tequila, sugar, lime juice, vodka, and orange liqueur.",276,Watermelon Margaritas
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'ice', 'lime', 'sugar']",['slushy'],"A refreshing cold slushy made with watermelon, lime, sugar, and ice.",277,Watermelon Cooler Slushy
beverage,['sweet'],cold,['summer'],easy,"['cantaloupe', 'milk']",[],"This quick recipe involves blending cubed cantaloupe with milk and sugar to create a refreshing, sweet juice.",278,Quick Cantaloupe Juice
dessert,"['sour', 'sweet']",room_temperature,['summer'],medium,"['watermelon rind', 'cider vinegar', 'white sugar']","['requires multiple steps over several days', 'sterilization required']","This recipe involves boiling watermelon rind in vinegar and sugar syrup, repeating the process multiple times over six days, and then sealing the resulting candy in sterilized jars.",279,Watermelon Rind Candy
beverage,['sweet'],cold,['summer'],easy,"['cantaloupe', 'water', 'sugar']",[],"This recipe describes a refreshing agua fresca made with cantaloupe, water, and sugar, served cold as a beverage.",280,Agua Fresca
beverage,"['sour', 'fresh']",cold,['summer'],easy,"['watermelon', 'cucumber', 'lime', 'water', 'white sugar', 'chili-lime seasoning']","['strained', 'seasoned rim']","A refreshing agua fresca made from watermelon and cucumber, served cold with a lime twist and chili-lime seasoning on the rim.",281,Watermelon-Cucumber Agua Fresca
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'strawberries', 'lemon juice', 'white sugar']",[],"A refreshing cold beverage made with watermelon, strawberries, lemon juice, and sugar.",282,Watermelon and Strawberry Lemonade
dessert,['sweet'],warm,['summer'],medium,"['cantaloupe', 'bread', 'praline glaze']","['fruit-based', 'glazed']","This dessert recipe involves a bread made with cantaloupe puree, baked with a praline glaze, combining sweet and fruity flavors.",283,Cantaloupe Bread with Praline Glaze
dessert,['sweet'],cold,['summer'],easy,"['watermelon', 'Jell-O', 'whipped topping']",[],"A refreshing watermelon pie made with watermelon-flavored Jell-O, whipped topping, and watermelon, served cold.",284,Watermelon Pie
dessert,['sweet'],room_temperature,['summer'],medium,"['cantaloupe', 'pie crust']","['mash', 'boil', 'thicken', 'bake', 'beat', 'top with meringue']","A dessert made with cantaloupe, sugar, flour, and eggs, baked in a pie crust and topped with a meringue.",285,Cantaloupe Pie I
salad,"['fresh', 'sour']",cold,['summer'],easy,"['watermelon', 'baby spinach', 'avocados']","['cubed', 'torn', 'peeled', 'pitted', 'diced']","This avocado watermelon salad is a refreshing summer dish featuring cubed watermelon, fresh baby spinach, and diced avocados dressed with a blend of walnut and olive oils, lime juice, and sweet paprika.",286,Avocado Watermelon Salad
dessert,['sweet'],cold,['summer'],easy,"['cantaloupe', 'orange juice']","['refreshing', 'light']","This chilled cantaloupe soup is a refreshing dessert made from cubed cantaloupe, orange juice, lime juice, and cinnamon, served cold.",287,Chilled Cantaloupe Soup
appetizer,"['sweet', 'savory', 'fresh']",cold,['summer'],easy,"['watermelon', 'blue cheese', 'onion', 'mint']","['light olive oil', 'white balsamic vinegar']","A refreshing summer appetizer featuring watermelon, blue cheese, onions, and mint, dressed with a light olive oil and balsamic vinegar dressing.",288,Watermelon and Blue Cheese Salad
appetizer,"['sour', 'spicy', 'fresh']",cold,['summer'],easy,"['watermelon', 'green bell pepper', 'lime juice', 'cilantro', 'green onions', 'jalapeno pepper']","['refreshing', 'light']","A refreshing summer appetizer made with watermelon, green bell pepper, lime juice, cilantro, green onions, and jalapeno pepper.",289,Watermelon Fire and Ice Salsa
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'sugar', 'water']","['liquefied', 'strained', 'simple syrup']","Chef John's Watermelon Agua Fresca is a refreshing summer beverage made from watermelon, sugar, and water, featuring a sweet and slightly sour taste, served cold.",290,Chef John's Watermelon Agua Fresca
appetizer,"['sour', 'fresh']",cold,['summer'],easy,"['honeydew melon', 'cucumber', 'onion', 'avocado', 'jalapeno pepper', 'garlic', 'white balsamic vinegar', 'lime juice']","['cooling', 'refreshing']","A refreshing cold appetizer made with melons, cucumbers, and other vegetables, blended with vinegars and spices for a unique flavor profile.",291,Green Gazpacho
snack,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'grapes', 'cantaloupe', 'strawberries', 'kiwi', 'blueberries', 'mint', 'white sugar', 'lime juice']","['mixed fruit salad', 'mojito flavoring']",A refreshing cold snack made from mixed fruits and mojito-inspired dressing.,292,Mojito Fruit Salad
beverage,"['sour', 'sweet']",cold,['summer'],easy,"['watermelon', 'water', 'white sugar']","['juicy', 'refreshing']","A refreshing and sweet watermelon juice made with diced watermelon, water, and sugar.",293,Watermelon Juice
beverage,"['sour', 'fresh']",cold,['summer'],easy,"['lime', 'watermelon', 'gin', 'tonic water']",[],"A refreshing cocktail made with watermelon, gin, and tonic water, served cold.",294,Watermelon Gin and Tonic
beverage,['sour'],cold,['summer'],easy,"['watermelon', 'vodka']","['crushed', 'strained']","An easy summer beverage made with watermelon, crushed, mixed with vodka, and served cold.",295,Easy Watermelon Martini
beverage,"['sour', 'sweet']",cold,[],easy,"['vodka', 'lemon juice', 'white sugar']","['liqueur', 'sugared lemon wedge']","A simple, cold lemon drop shot made with vodka, lemon juice, and sugar, often served with a sugared lemon wedge.",296,Lemon Drop Shots
dessert,['sweet'],cold,['summer'],easy,"['pineapple', 'strawberries', 'kiwi fruit', 'bananas', 'oranges', 'grapes', 'blueberries']","['layered', 'fruit-based', 'cooling']","This summer fruit salad features a sweet orange-lime dressing and a variety of seasonal fruits layered in a clear glass bowl, served cold.",297,Perfect Summer Fruit Salad
dessert,['sweet'],warm,['all_seasons'],easy,"['lemon juice', 'white sugar', 'unsalted butter', 'eggs', 'lemon zest']",[],"This recipe describes a simple and sweet lemon curd that can be enjoyed as a dessert or snack, typically served warm.",298,Perfect Lemon Curd
beverage,"['sour', 'fresh']",cold,['all_seasons'],easy,"['gin', 'lemon juice', 'simple syrup', 'club soda']",[],"A cold, refreshing cocktail made with gin, lemon juice, simple syrup, and club soda, served over ice.",299,Tom Collins Cocktail
dinner,"['savory', 'umami']",hot,['all_seasons'],medium,"['Cornish game hens', 'olive oil', 'salt', 'pepper', 'lemon', 'rosemary', 'garlic', 'white wine', 'chicken broth']","['roasted', 'stuffed', 'wine reduction sauce']","This recipe involves roasting Cornish game hens with garlic and rosemary, including stuffing, basting, and a wine reduction sauce, making it a savory and umami-filled dinner dish.",300,Cornish Game Hens with Garlic and Rosemary
appetizer,"['savory', 'spicy', 'sour']",warm,['all_seasons'],easy,"['scallops', 'butter', 'garlic', 'lemon']","['quick_preparation', 'simple_ingredients']","This easy garlic-lemon scallop dish features tender sea scallops cooked in a buttery garlic sauce with a touch of lemon, seasoned with salt, and served warm as an appetizer.",301,Easy Garlic-Lemon Scallops
side_dish,"['savory', 'sour']",hot,['all_seasons'],easy,"['potatoes', 'olive oil', 'lemons', 'chicken broth']","['roasted', 'golden brown']","Greek-style roasted potatoes seasoned with lemon, olive oil, and herbs, served hot as a side dish.",302,Greek-Style Lemon Roasted Potatoes
beverage,"['sour', 'sweet']",cold,['all_seasons'],easy,"['lemons', 'white sugar', 'water']",[],"This Old-Fashioned Lemonade recipe involves juicing lemons, mixing them with sugar and water, and chilling it for a refreshing beverage.",303,Old-Fashioned Lemonade
appetizer,"['savory', 'spicy', 'sour']",hot,['all_seasons'],easy,"['chicken wings', 'oil', 'lemon-pepper seasoning']",['fried'],"This easy lemon-pepper chicken wings recipe involves frying chicken wings coated in a mixture of olive oil and lemon-pepper seasoning, resulting in a savory and spicy dish that is best served hot.",304,Easy Lemon-Pepper Chicken Wings
dinner,"['savory', 'sour']",warm,['all_seasons'],medium,"['chicken', 'lemon', 'flour', 'eggs', 'butter', 'broth']","['coated with flour and egg mixture', 'cooked until golden brown', 'simmered in lemon sauce']","A savory and slightly sour French-inspired chicken dish served warm, typically enjoyed during any season, prepared with a coating of flour and egg, and cooked until golden brown before being simmered in a lemon sauce.",305,Famous Chicken Française
